2013-1-29 15:34:51
24;207;240;122;128;252;163;63;s;win;Windows;7 or 8;85765585;3;0;0;117;1460;8192;2;2;0;1
128;252;110;199;93;184;215;248;s;win;Windows;7 or 8;85765585;3;0;0;125;1380;8192;2;2;0;1
128;252;163;63;24;207;240;122;s;unix;Linux;2.6.x;1661676545;1;0;0;62;1460;5840;1;5;0;2
128;252;102;186;174;107;153;193;s;unix;iOS;iPhone or iPad;409617867;3;1;0;60;1380;65535;2;4;0;1
128;252;102;175;74;125;225;100;s;win;Windows;XP;409617867;3;1;0;60;1380;65535;2;1;0;1
128;252;102;179;74;125;225;73;s;unix;Mac OS X;10.x;409617867;3;1;0;60;1380;65535;2;3;0;1
23;13;111;144;128;252;110;202;s;unix;Linux;3.x;1661676545;1;0;0;58;1460;14600;1;1;0;2
208;54;40;141;128;252;32;78;s;win;Windows;XP;85765585;0;0;0;186;1260;65535;2;2;0;1
128;252;110;202;23;13;111;144;s;win;Windows;7 or 8;85765585;3;0;0;125;1380;8192;2;2;0;1
58;164;118;101;65;254;127;188;s;win;Windows;7 or 8;85765585;3;0;0;109;1460;8192;2;8;0;1
65;254;127;185;74;125;225;97;s;win;Windows;7 or 8;85765585;3;0;0;124;1380;8192;2;2;0;1
74;125;225;96;65;254;127;185;?;unkn;Unknown;Unknown;1661676545;0;0;0;57;1430;62920;0;6;0;10
64;73;122;78;128;252;202;44;s;unix;HP-UX;11.x;118251589;0;0;0;245;1380;32768;2;0;0;1
74;125;225;73;128;252;102;179;?;unkn;Unknown;Unknown;853641209;0;0;0;57;1430;62392;0;6;0;10
128;252;102;182;207;46;193;178;s;win;Windows;7 or 8;85765585;3;0;0;124;1380;8192;2;2;0;1
65;254;127;182;31;13;74;23;s;win;Windows;7 or 8;85765585;3;0;0;124;1380;8192;2;2;0;1
213;242;117;134;65;254;127;183;s;win;Windows;7 or 8;85765585;3;0;0;115;1460;8192;2;8;0;1
205;251;253;209;128;252;102;160;?;unkn;Unknown;Unknown;853641209;1;0;0;57;1460;5792;0;8;0;10
79;161;144;74;128;252;110;205;s;win;Windows;7 or 8;85765585;3;0;0;117;1460;8192;2;2;0;1
74;125;225;97;65;254;127;185;?;unkn;Unknown;Unknown;1661676545;0;0;0;57;1430;62920;0;6;0;10
128;252;102;201;173;194;35;111;s;win;Windows;7 or 8;85765585;3;0;0;124;1380;8192;2;2;0;1
128;252;176;137;74;86;56;202;s;win;Windows;7 or 8;3473552393;3;0;0;125;1380;8192;2;0;0;1
31;13;74;23;65;254;127;182;s;unix;Linux;3.x;1661676545;1;0;0;88;1460;14600;1;9;0;2
165;254;94;51;128;252;110;205;s;unix;Linux;3.x;1661676545;1;0;0;58;1460;14600;1;1;0;2
207;46;193;178;128;252;102;182;s;win;Windows;7 or 8;3473552393;3;0;0;55;1460;8192;2;0;0;1
74;125;225;100;65;254;127;185;?;unkn;Unknown;Unknown;1661676545;0;0;0;57;1430;62920;0;6;0;10
74;125;225;110;65;254;127;185;?;unkn;Unknown;Unknown;1661676545;0;0;0;57;1430;62920;0;6;0;10
74;125;225;124;65;254;127;187;?;unkn;Unknown;Unknown;853641209;0;0;0;57;1430;62392;0;6;0;10
207;197;61;109;128;252;102;175;s;win;Windows;XP;409617867;3;1;0;47;1460;65535;2;1;0;1
88;198;224;154;128;252;31;78;s;unix;Linux;2.4-2.6;118251589;1;0;0;47;1460;5840;1;0;0;1
17;164;0;36;128;252;102;204;?;unkn;Unknown;Unknown;118251589;3;0;0;246;1360;8190;0;0;0;10
128;252;102;199;205;251;253;197;s;unix;iOS;iPhone or iPad;409617867;3;1;0;60;1380;65535;2;4;0;1
128;252;102;165;64;208;138;151;s;win;Windows;XP;409617867;3;1;0;60;1380;65535;2;1;0;1
74;125;225;122;65;254;127;187;?;unkn;Unknown;Unknown;853641209;0;0;0;57;1430;62392;0;6;0;10
208;43;93;200;128;252;104;112;s;win;Windows;7 or 8;2166136261;3;0;0;103;0;8192;2;0;0;1
205;251;253;73;128;252;110;201;s;unix;Linux;2.6.x;1661676545;1;0;0;57;1460;5840;1;8;0;2
74;125;225;111;128;252;102;164;?;unkn;Unknown;Unknown;853641209;0;0;0;57;1430;62392;0;6;0;10
65;182;100;177;128;252;110;193;s;win;Windows;XP;3473552393;0;0;0;114;1460;16384;2;0;0;1
189;227;43;12;128;252;110;214;s;win;Windows;XP;4032013835;3;1;0;54;1452;65535;2;0;0;1
217;169;56;209;128;252;177;196;?;unkn;Unknown;Unknown;853641209;1;0;0;49;1460;5792;0;7;0;10
58;96;49;164;128;252;110;214;s;win;Windows;XP;409617867;3;1;0;41;1452;65535;2;1;0;1
128;252;102;207;63;233;92;81;s;win;Windows;7 or 8;3473552393;3;0;0;124;1380;8192;2;0;0;1
66;249;73;85;128;252;17;197;g;unix;Linux;2.2.x-3.x;1661676545;0;0;0;49;1430;62920;0;6;0;3
65;254;127;219;165;254;94;34;g;unix;Linux;2.2.x-3.x;853641209;3;0;0;60;1380;5840;0;3;0;3
75;82;218;93;128;252;110;204;s;win;Windows;XP;3473552393;3;0;0;114;1460;65535;2;0;0;1
128;252;102;212;31;13;65;7;s;unix;iOS;iPhone or iPad;409617867;3;1;0;60;1380;65535;2;4;0;1
128;252;202;44;207;236;24;141;s;unix;Linux;3.x;853641209;3;0;0;62;1460;14600;1;7;0;1
38;113;165;116;128;252;102;182;s;unix;FreeBSD;8.x;644227027;3;1;0;58;1380;65535;2;3;0;1
64;208;138;151;128;252;102;165;?;unkn;Unknown;Unknown;853641209;1;0;0;54;1460;5792;0;9;0;10
93;184;215;248;128;252;110;199;s;unix;Linux;2.4-2.6;1661676545;1;0;0;58;1460;5840;1;0;0;1
190;141;228;211;128;252;93;1;s;win;Windows;7 or 8;85765585;3;0;0;113;1460;8192;2;2;0;1
123;241;8;24;128;252;19;18;s;unix;Mac OS X;10.x;409617867;3;1;0;44;1460;65535;2;3;0;1
128;252;110;201;205;251;253;33;s;win;Windows;7 or 8;85765585;3;0;0;125;1380;8192;2;2;0;1
63;233;92;81;128;252;102;207;s;unix;Linux;3.x;3473552393;1;0;0;56;1460;14600;1;0;0;1
113;173;31;2;128;252;19;19;s;win;Windows;7 or 8;3473552393;3;0;0;115;1452;8192;2;0;0;1
165;254;94;34;65;254;127;219;?;unkn;Unknown;Unknown;853641209;1;0;0;58;1460;14480;0;1;0;10
128;252;19;19;113;173;31;2;s;unix;Linux;2.4-2.6;3473552393;1;0;0;62;1460;5840;1;0;0;1
74;125;134;125;65;254;127;186;s;unix;Linux;3.x;1661676545;0;0;0;47;1430;14300;1;6;0;2
199;59;150;43;128;252;110;202;s;unix;Linux;3.x;1661676545;1;0;0;50;1460;14600;1;8;0;2
128;252;110;228;69;171;248;16;s;unix;Mac OS X;10.x;409617867;3;1;0;61;1380;65535;2;3;0;1
128;252;102;200;74;125;225;32;s;unix;iOS;iPhone or iPad;409617867;3;1;0;60;1380;65535;2;4;0;1
74;125;133;125;128;252;110;199;s;unix;Linux;3.x;1661676545;0;0;0;49;1430;14300;1;6;0;2
205;251;253;33;128;252;110;201;s;unix;Linux;2.6.x;1661676545;1;0;0;57;1460;5840;1;8;0;2
31;13;65;7;128;252;102;212;?;unkn;Unknown;Unknown;853641209;1;0;0;87;1460;14480;0;9;0;10
76;105;136;52;128;252;6;39;s;win;Windows;XP;409617867;3;1;0;51;1460;65535;2;1;0;1
75;92;236;177;128;252;6;39;s;win;Windows;7 or 8;3473552393;3;0;0;116;1354;8192;2;0;0;1
74;125;225;32;128;252;102;200;?;unkn;Unknown;Unknown;853641209;0;0;0;57;1430;62392;0;6;0;10
207;236;24;141;128;252;202;44;?;unkn;Unknown;Unknown;853641209;1;0;0;55;1460;5792;0;2;0;10
23;60;95;139;128;252;110;201;s;unix;Linux;3.x;1661676545;1;0;0;58;1460;14600;1;1;0;2
205;251;253;197;128;252;102;199;?;unkn;Unknown;Unknown;853641209;1;0;0;57;1460;5792;0;8;0;10
128;252;102;198;31;13;65;7;s;unix;iOS;iPhone or iPad;409617867;3;1;0;60;1380;65535;2;4;0;1
128;252;21;110;173;155;74;102;s;win;Windows;XP;4146123721;4096;0;0;126;1460;16384;2;0;0;1
77;244;98;68;128;252;65;93;?;unkn;Unknown;Unknown;3473552393;0;0;0;117;1460;64240;0;0;0;10
67;202;66;206;128;252;102;200;?;unkn;Unknown;Unknown;118251589;1;0;0;56;1460;2920;0;0;0;10
67;202;66;171;128;252;102;200;?;unkn;Unknown;Unknown;853641209;1;0;0;56;1460;5792;0;7;0;10
128;252;110;209;67;212;125;196;s;win;Windows;7 or 8;85765585;3;0;0;125;1380;8192;2;2;0;1
112;90;136;121;128;252;102;151;s;unix;Linux;2.4-2.6;118251589;1;0;0;46;1440;5760;1;0;0;1
65;254;127;188;131;123;60;40;s;win;Windows;7 or 8;3473552393;3;0;0;125;1380;8192;2;0;0;1
76;12;124;84;128;252;80;82;s;win;Windows;XP;3473552393;3;0;0;117;1460;65535;2;0;0;1
67;249;89;235;128;252;193;0;s;unix;Linux;2.4.x;853641209;3;0;0;51;1460;5840;1;1;0;1
65;254;127;189;130;117;190;168;s;win;Windows;7 or 8;85765585;3;0;0;124;1380;8192;2;2;0;1
128;252;110;206;89;142;224;188;s;win;Windows;7 or 8;85765585;3;0;0;125;1380;8192;2;2;0;1
208;71;123;1;128;252;102;165;?;unkn;Unknown;Unknown;118251589;3;0;0;247;1360;8190;0;0;0;10
128;252;102;230;199;59;148;147;s;win;Windows;XP;409617867;3;1;0;60;1380;65535;2;1;0;1
64;94;107;63;128;252;110;199;s;unix;Linux;2.6.x;2776361117;1;0;0;53;1460;5840;1;7;0;2
63;233;92;48;128;252;110;228;?;unkn;Unknown;Unknown;853641209;1;0;0;56;1460;14480;0;1;0;10
