2013-1-29 21:3:36
128;252;102;161;138;108;7;20;s;win;Windows;7 or 8;85765585;3;0;0;124;1380;8192;2;2;0
128;252;102;201;173;194;64;99;s;unix;iOS;iPhone or iPad;409617867;3;1;0;60;1380;65535;2;4;0
183;60;153;75;128;252;102;98;s;unix;Linux;3.x;3473552393;1;0;0;43;1460;14600;1;0;0
69;162;64;185;128;252;19;18;s;win;Windows;XP;3473552393;3;0;0;119;1460;65535;2;0;0
74;125;133;141;128;252;19;18;g;win;Windows;XP;853641209;0;0;0;49;1430;14180;0;6;0
128;252;102;86;174;35;24;66;s;unix;iOS;iPhone or iPad;409617867;3;1;0;60;1380;65535;2;4;0
72;21;211;9;128;252;102;227;g;win;Windows;XP;2776361117;3;0;0;242;1360;8190;0;6;0
208;71;123;1;128;252;102;165;g;win;Windows;XP;118251589;3;0;0;247;1360;8190;0;0;0
199;127;194;80;128;252;101;169;g;win;Windows;XP;853641209;1;0;0;56;1460;14480;0;7;0
72;179;145;196;128;252;6;56;s;win;Windows;7 or 8;85765585;3;0;0;52;1460;8192;2;2;0
54;243;101;49;128;252;102;162;g;win;Windows;XP;853641209;1;0;0;47;1460;14480;0;8;0
174;35;24;66;128;252;102;86;g;win;Windows;XP;853641209;1;0;0;56;1460;64784;0;7;0
128;252;102;204;69;25;24;26;s;win;Windows;XP;409617867;3;1;0;60;1380;65535;2;1;0
66;114;53;9;128;252;102;86;g;win;Windows;XP;853641209;1;0;0;57;1460;64784;0;7;0
17;151;225;63;65;254;127;189;g;win;Windows;XP;118251589;3;0;0;243;1360;8190;0;0;0
93;152;167;80;128;252;173;95;s;win;Windows;7 or 8;85765585;3;0;0;116;1380;8192;2;8;0
17;154;66;17;128;252;102;211;g;win;Windows;XP;85765585;3;0;0;243;1360;8190;0;4;0
128;252;102;151;23;60;95;144;s;win;Windows;XP;409617867;3;1;0;60;1380;65535;2;1;0
63;215;202;9;65;254;127;186;g;win;Windows;XP;118251589;3;0;0;245;1360;8190;0;0;0
74;125;225;117;128;252;102;4;g;win;Windows;XP;853641209;0;0;0;57;1430;62392;0;6;0
128;252;102;165;64;208;138;151;s;win;Windows;XP;409617867;3;1;0;60;1380;65535;2;1;0
128;252;19;19;74;125;225;100;s;unix;Linux;2.6.x;853641209;3;0;0;62;1460;5840;1;7;0
23;60;95;144;128;252;102;151;g;win;Windows;XP;853641209;1;0;0;58;1460;14480;0;1;0
85;17;30;203;128;252;6;150;s;unix;Linux;3.x;1661676545;1;0;0;55;1460;14600;1;7;0
128;252;102;166;207;46;193;178;s;win;Windows;XP;409617867;3;1;0;60;1380;65535;2;1;0
128;252;102;188;157;55;235;151;s;win;Windows;XP;4032013835;3;1;0;61;1380;65535;2;0;0
128;252;88;241;4;27;250;126;s;win;Windows;7 or 8;85765585;3;0;0;125;1380;8192;2;8;0
69;74;223;244;128;252;130;23;s;win;Windows;XP;3473552393;3;0;0;117;1428;65535;2;0;0
128;252;130;23;69;74;223;244;s;win;Windows;7 or 8;3473552393;3;0;0;125;1380;8192;2;0;0
199;30;80;32;128;252;102;201;s;unix;Linux;3.x;1661676545;1;0;0;53;1460;14600;1;9;0
4;27;250;126;128;252;88;241;s;unix;Linux;2.6.x;1661676545;0;0;0;56;1460;5840;1;7;0
175;156;247;11;128;252;19;19;s;win;Windows;7 or 8;3473552393;3;0;0;110;1460;8192;2;0;0
69;171;235;16;65;254;127;187;g;win;Windows;XP;853641209;1;0;0;81;1460;14480;0;9;0
64;208;138;151;128;252;102;165;g;win;Windows;XP;853641209;1;0;0;55;1460;5792;0;9;0
65;254;127;186;72;21;91;19;s;unix;iOS;iPhone or iPad;409617867;3;1;0;60;1380;65535;2;4;0
128;252;20;193;111;111;111;111;s;win;Windows;7 or 8;85765585;3;0;0;126;1464;8192;2;2;0
17;151;225;56;65;254;127;189;g;win;Windows;XP;118251589;3;0;0;243;1360;8190;0;0;0
128;252;102;90;95;211;209;105;s;win;Windows;7 or 8;85765585;3;0;0;124;1380;8192;2;2;0
74;125;225;124;65;254;127;186;g;win;Windows;XP;853641209;0;0;0;57;1430;62392;0;6;0
72;21;91;19;65;254;127;186;s;unix;Linux;3.x;1661676545;1;0;0;58;1460;14600;1;6;0
180;177;78;66;128;252;19;18;s;win;Windows;XP;3473552393;3;0;0;113;1460;65535;2;0;0
128;252;19;18;180;177;78;66;s;unix;Linux;2.4-2.6;3473552393;1;0;0;62;1460;5840;1;0;0
71;9;37;5;128;252;17;223;s;win;Windows;7 or 8;85765585;3;0;0;115;1460;8192;2;2;0
204;102;224;82;128;252;43;238;s;win;Windows;7 or 8;85765585;3;0;0;112;1260;8192;2;2;0
128;252;110;195;208;85;108;202;s;win;Windows;7 or 8;85765585;3;0;0;125;1380;8192;2;2;0
128;252;102;214;74;125;225;111;s;win;Windows;XP;409617867;3;1;0;60;1380;65535;2;1;0
31;13;74;23;128;252;102;185;g;win;Windows;XP;853641209;1;0;0;88;1460;14480;0;9;0
128;252;50;24;174;154;210;6;s;win;Windows;XP;4146123721;4096;0;0;126;1380;16384;2;0;0
74;125;225;111;128;252;102;214;g;win;Windows;XP;853641209;0;0;0;57;1430;62392;0;6;0
70;242;140;134;128;252;251;50;s;win;Windows;7 or 8;85765585;3;0;0;119;1452;8192;2;2;0
50;16;248;21;128;252;110;202;s;unix;Linux;2.6.x;1661676545;1;0;0;53;1460;5840;1;8;0
128;252;110;200;74;125;225;118;s;win;Windows;7 or 8;85765585;3;0;0;125;1380;8192;2;2;0
54;243;222;88;128;252;110;228;s;unix;Linux;2.6.x;1661676545;1;0;0;49;1460;5840;1;8;0
128;252;0;1;146;246;89;59;g;win;Windows;XP;853641209;1;0;0;63;1460;5792;0;7;0
66;249;76;61;128;252;177;191;g;unix;Linux;2.2.x-3.x;1661676545;0;0;0;48;1430;62920;0;6;0
128;252;177;191;66;249;76;61;s;unix;Linux;3.x;1661676545;1;0;0;62;1460;14600;1;4;0
128;252;110;194;17;172;208;30;s;unix;iOS;iPhone or iPad;409617867;3;1;0;61;1380;65535;2;4;0
65;254;127;182;72;3;134;67;s;win;Windows;XP;409617867;3;1;0;60;1380;65535;2;1;0
218;30;103;138;128;252;202;246;g;unix;Linux;3.x;118251589;3;0;0;47;1460;14600;1;0;0
128;252;202;246;218;30;103;138;s;unix;Linux;3.x;118251589;1;0;0;62;1460;14600;1;0;0
123;241;8;24;128;252;19;18;s;unix;Mac OS X;10.x;409617867;3;1;0;44;1460;65535;2;3;0
23;0;165;34;128;252;11;235;s;unix;Linux;3.x;1661676545;1;0;0;56;1460;14600;1;1;0
128;252;102;203;220;181;181;229;s;win;Windows;7 or 8;3473552393;3;0;0;61;1380;8192;2;0;0
88;198;224;154;128;252;142;8;s;unix;Linux;2.4-2.6;118251589;1;0;0;50;1460;5840;1;0;0
141;11;0;145;128;252;19;19;g;win;Windows;XP;853641209;1;0;0;53;1460;5792;0;6;0
50;116;194;28;128;252;102;204;g;win;Windows;XP;118251589;3;0;0;246;1360;8190;0;0;0
196;0;4;85;128;252;102;219;s;win;Windows;7 or 8;3473552393;3;0;0;108;1460;8192;2;0;0
128;252;110;214;177;141;234;16;s;win;Windows;7 or 8;3473552393;3;0;0;125;1380;8192;2;0;0
65;254;127;189;31;13;74;23;s;unix;iOS;iPhone or iPad;409617867;3;1;0;60;1380;65535;2;4;0
31;13;74;10;128;252;102;202;s;unix;Linux;3.x;1661676545;1;0;0;88;1460;14600;1;9;0
126;126;119;33;128;252;20;193;s;win;Windows;XP;409617867;3;1;0;46;1414;65535;2;1;0
17;172;208;30;128;252;110;194;g;win;Windows;XP;118251589;3;0;0;246;1360;8190;0;0;0
122;49;149;162;128;252;110;204;s;win;Windows;7 or 8;3473552393;3;0;0;114;1452;8192;2;0;0
128;252;102;162;23;0;165;43;s;win;Windows;XP;409617867;3;1;0;60;1380;65535;2;1;0
110;6;196;189;128;252;19;19;s;win;Windows;7 or 8;85765585;3;0;0;114;1440;8192;2;2;0
75;75;160;98;128;252;110;195;s;win;Windows;7 or 8;85765585;3;0;0;115;1460;8192;2;8;0
172;20;66;125;209;132;183;44;g;unix;Linux;2.4.x-2.6.x;853641209;3;0;0;62;1460;5840;1;5;0
204;13;202;214;128;252;174;186;s;unix;Linux;2.4-2.6;3473552393;1;0;0;55;1460;5840;1;0;0
128;252;157;211;114;76;188;245;s;win;Windows;7 or 8;3473552393;3;0;0;125;1380;8192;2;0;0
208;93;139;180;128;252;102;162;g;win;Windows;XP;853641209;1;0;0;58;1460;5792;0;7;0
216;34;207;177;128;252;102;204;g;win;Windows;XP;118251589;3;0;0;242;1360;8190;0;0;0
84;202;168;215;128;252;102;195;s;unix;iOS;iPhone or iPad;409617867;3;1;0;50;1460;65535;2;4;0
128;252;102;171;204;2;197;201;s;win;Windows;XP;409617867;3;1;0;60;1380;65535;2;1;0
74;125;225;99;128;252;102;162;g;win;Windows;XP;853641209;0;0;0;57;1430;62392;0;6;0
128;252;102;3;167;8;226;13;g;unix;Linux;2.2.x-3.x;85765585;3;0;0;125;1380;63443;0;6;0
207;138;254;44;128;252;102;158;s;unix;Linux;2.6.x;1661676545;1;0;0;51;1460;5840;1;8;0
27;70;22;39;128;252;19;19;s;win;Windows;7 or 8;3473552393;3;0;0;113;1392;8192;2;0;0
128;252;153;27;64;57;23;210;s;unix;Linux;3.x;853641209;3;0;0;62;1460;14600;1;7;0
128;252;102;155;63;233;92;80;s;win;Windows;7 or 8;85765585;3;0;0;124;1380;8192;2;2;0
173;234;12;123;128;252;19;18;s;win;Windows;XP;3473552393;3;0;0;116;1456;65535;2;0;0
183;171;168;95;128;252;102;203;s;win;Windows;7 or 8;947159361;3;0;0;111;1400;8192;2;0;0
123;126;42;251;128;252;102;86;s;unix;Linux;2.4-2.6;118251589;1;0;0;50;1460;5840;1;0;0
128;252;43;5;169;230;107;182;s;win;Windows;7 or 8;3473552393;3;0;0;125;1380;8192;2;0;0
115;132;195;242;128;252;102;201;s;win;Windows;XP;4032013835;3;1;0;54;1400;65535;2;0;0
64;94;107;17;128;252;102;186;s;unix;Linux;2.6.x;2776361117;1;0;0;53;1460;5840;1;7;0
23;0;165;41;128;252;115;133;s;unix;Linux;3.x;1661676545;1;0;0;56;1460;14600;1;1;0
23;19;26;188;128;252;19;18;s;win;Windows;XP;3473552393;3;0;0;119;1456;65535;2;0;0
74;125;224;207;128;252;110;193;g;win;Windows;XP;3473552393;0;0;0;52;1430;62920;0;0;0
199;126;173;8;128;252;157;211;s;win;Windows;7 or 8;85765585;3;0;0;121;1460;8192;2;8;0
31;13;65;7;65;254;127;186;g;win;Windows;XP;853641209;1;0;0;87;1460;14480;0;9;0
110;49;241;114;128;252;90;208;s;win;Windows;7 or 8;3473552393;3;0;0;109;1460;8192;2;0;0
110;49;249;114;128;252;180;51;s;win;Windows;7 or 8;3473552393;3;0;0;109;1460;8192;2;0;0
173;194;64;99;128;252;102;201;g;win;Windows;XP;853641209;0;0;0;49;1430;14180;0;6;0
150;135;210;66;128;252;127;90;s;win;Windows;7 or 8;85765585;3;0;0;45;1380;8192;2;8;0
74;125;225;109;128;252;102;201;g;win;Windows;XP;1661676545;0;0;0;57;1430;62920;0;6;0
206;72;206;242;128;252;57;117;s;unix;Linux;3.x;1661676545;1;0;0;54;1460;14600;1;8;0
37;59;37;156;128;252;157;211;s;unix;Linux;3.x;1661676545;1;0;0;55;1460;14600;1;5;0
12;130;81;228;128;252;102;227;g;win;Windows;XP;644227027;3;1;0;245;1460;4140;0;0;0
180;76;6;212;128;252;87;149;s;unix;Linux;2.6.x;3534738933;3;0;0;52;1460;5840;1;7;0
208;43;93;200;128;252;118;43;s;win;Windows;7 or 8;2166136261;3;0;0;102;0;8192;2;0;0
128;252;87;149;180;76;6;212;g;win;Windows;XP;644227027;3;1;0;253;1380;4140;0;0;0
65;254;127;221;107;14;44;66;s;unix;iOS;iPhone or iPad;409617867;3;1;0;60;1380;65535;2;4;0
77;67;86;98;65;254;127;186;g;win;Windows;XP;853641209;1;0;0;58;1460;14480;0;1;0
128;252;102;186;76;103;214;255;s;win;Windows;7 or 8;3473552393;3;0;0;125;1380;8192;2;0;0
128;252;98;48;97;91;255;93;s;win;Windows;7 or 8;3473552393;3;0;0;126;1380;8192;2;0;0
128;252;127;90;150;135;210;66;s;unix;Linux;2.6.x;1661676545;1;0;0;60;1460;5840;1;7;0
113;23;32;80;128;252;129;76;s;win;Windows;7 or 8;3473552393;3;0;0;109;1452;8192;2;0;0
128;252;102;205;97;102;163;214;s;win;Windows;7 or 8;85765585;3;0;0;125;1380;8192;2;2;0
128;252;89;57;95;166;79;198;s;win;Windows;7 or 8;85765585;3;0;0;126;1460;8192;2;8;0
199;27;74;193;65;254;127;186;g;win;Windows;XP;853641209;1;0;0;59;1460;14480;0;9;0
98;138;47;199;128;252;102;207;s;unix;Linux;2.4-2.6;3473552393;1;0;0;51;1460;5840;1;0;0
8;12;200;253;128;252;102;182;g;win;Windows;XP;853641209;0;0;0;56;1460;5792;0;7;0
128;252;102;172;129;7;255;96;s;win;Windows;7 or 8;3473552393;3;0;0;124;1380;8192;2;0;0
17;151;225;60;65;254;127;189;g;win;Windows;XP;118251589;3;0;0;243;1360;8190;0;0;0
107;14;44;66;65;254;127;221;g;win;Windows;XP;853641209;1;0;0;58;1460;14480;0;1;0
112;90;138;77;128;252;20;193;s;unix;Linux;2.4-2.6;118251589;1;0;0;46;1460;5840;1;0;0
173;234;159;30;128;252;19;18;s;win;Windows;XP;3473552393;3;0;0;116;1456;65535;2;0;0
76;255;187;110;128;252;102;201;s;win;Windows;7 or 8;3473552393;3;0;0;116;1460;8192;2;0;0
128;252;102;7;68;118;225;89;s;win;Windows;7 or 8;85765585;3;0;0;125;1380;8192;2;2;0
65;254;127;187;74;125;225;96;s;win;Windows;7 or 8;85765585;3;0;0;124;1380;8192;2;8;0
70;33;217;27;128;252;6;150;s;unix;Linux;3.x;118251589;1;0;0;54;1460;14600;1;0;0
207;171;162;75;128;252;102;190;g;win;Windows;XP;2776361117;3;0;0;244;1360;8190;0;6;0
64;94;107;63;65;254;127;186;s;unix;Linux;2.6.x;2776361117;1;0;0;53;1460;5840;1;7;0
207;46;4;182;128;252;102;172;g;win;Windows;XP;409617867;3;1;0;245;1460;4140;0;0;0
128;252;102;190;206;125;41;33;s;win;Windows;XP;409617867;3;1;0;60;1380;65535;2;1;0
